No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,datetime,AQI_Level
53,2013,3,3,4,64,66,31,69,1200,6,-4.8,1013.6,-13.2,0,NNE,0.2,Changping,03-03-2013 04:00,Moderate
53,2013,3,3,4,113,123,82,83,2200,4,-4.2,1019,-12.6,0,E,0.1,Tiantan,03-03-2013 04:00,Unhealthy
53,2013,3,3,4,107,118,76,89,2799,2,-5.1,1015.9,-11.5,0,WSW,0.7,Wanshouxigong,03-03-2013 04:00,Unhealthy
53,2013,3,3,4,44,51,16,45,1000,6,-6.1,1013.7,-12,0,WNW,1.3,Huairou,03-03-2013 04:00,Good
54,2013,3,3,5,56,58,34,71,1300,6,-5.6,1013.2,-13,0,ENE,0.5,Changping,03-03-2013 05:00,Moderate
54,2013,3,3,5,84,104,37,72,2100,4,-5.2,1018.5,-11.6,0,NE,0.9,Tiantan,03-03-2013 05:00,Moderate
54,2013,3,3,5,45,49,12,45,1100,3,-6.9,1013.2,-12.6,0,NNW,0.4,Huairou,03-03-2013 05:00,Good
54,2013,3,3,5,104,109,65,86,2000,2,-5.3,1015.7,-11.2,0,WSW,1,Wanshouxigong,03-03-2013 05:00,Unhealthy
55,2013,3,3,6,53,59,24,68,1399,6,-5.7,1013.2,-13.1,0,NE,0,Changping,03-03-2013 06:00,Moderate
55,2013,3,3,6,77,86,27,69,2200,4,-5.4,1018.3,-11.3,0,ENE,0,Tiantan,03-03-2013 06:00,Moderate
55,2013,3,3,6,55,58,12,44,1100,3,-7.2,1013.1,-12.3,0,NNE,0.8,Huairou,03-03-2013 06:00,Moderate
55,2013,3,3,6,87,94,60,86,2000,2,-5.8,1015.6,-11.1,0,W,1,Wanshouxigong,03-03-2013 06:00,Moderate
56,2013,3,3,7,47,57,12,43,1000,3,-5.6,1013.3,-11.3,0,WNW,1.5,Huairou,03-03-2013 07:00,Good
56,2013,3,3,7,52,62,25,68,1700,6,-3.3,1013.5,-12.8,0,NE,0.8,Changping,03-03-2013 07:00,Moderate
56,2013,3,3,7,86,95,69,86,2000,2,-3.2,1015.8,-10.3,0,NNW,0.6,Wanshouxigong,03-03-2013 07:00,Moderate
56,2013,3,3,7,73,78,21,67,2600,5,-3.3,1018.6,-9.8,0,N,0.1,Tiantan,03-03-2013 07:00,Moderate
57,2013,3,3,8,74,81,41,70,2799,6,1.2,1018.1,-13.7,0,N,0.8,Tiantan,03-03-2013 08:00,Moderate
57,2013,3,3,8,84,101,73,86,2399,2,1.7,1015.1,-12.5,0,ESE,0.6,Wanshouxigong,03-03-2013 08:00,Moderate
57,2013,3,3,8,58,59,17,41,1100,8,-0.4,1012.8,-11.8,0,N,0.5,Huairou,03-03-2013 08:00,Moderate
57,2013,3,3,8,58,75,51,71,2399,12,-0.3,1012.8,-11.4,0,NNW,0.5,Changping,03-03-2013 08:00,Moderate
58,2013,3,3,9,88,119,83,91,2799,2,3.8,1015,-12.6,0,N,0.5,Wanshouxigong,03-03-2013 09:00,Moderate
58,2013,3,3,9,64,68,83,55,1300,10,2.4,1012.5,-12.7,0,ESE,2,Huairou,03-03-2013 09:00,Moderate
58,2013,3,3,9,90,108,100,82,2200,8,4,1017.6,-13.4,0,SE,0.6,Tiantan,03-03-2013 09:00,Moderate
58,2013,3,3,9,81,106,69,72,2000,15,3.4,1012.5,-12.6,0,SSE,0.8,Changping,03-03-2013 09:00,Moderate
59,2013,3,3,10,91,127,84,95,2600,2,7.2,1014.1,-12.1,0,SSW,0.8,Wanshouxigong,03-03-2013 10:00,Moderate
59,2013,3,3,10,84,101,78,84,2200,17,6.5,1011.4,-12.2,0,SE,2.1,Changping,03-03-2013 10:00,Moderate
59,2013,3,3,10,77,97,133,74,1500,16,5.2,1011.7,-12.8,0,NW,0.9,Huairou,03-03-2013 10:00,Moderate
59,2013,3,3,10,96,97,103,90,2399,8,6.8,1016.7,-13.5,0,SSW,1.1,Tiantan,03-03-2013 10:00,Moderate
60,2013,3,3,11,106,148,91,93,1899,20,9,1010.4,-11.6,0,ESE,1.4,Changping,03-03-2013 11:00,Unhealthy
60,2013,3,3,11,93,129,88,102,2600,4,11.1,1012.8,-11.7,0,SSW,2.3,Wanshouxigong,03-03-2013 11:00,Moderate
60,2013,3,3,11,96,127,83,62,1200,33,7.6,1010.4,-12.8,0,E,2.1,Huairou,03-03-2013 11:00,Moderate
60,2013,3,3,11,96,106,101,100,2700,10,9.5,1015.6,-13.7,0,W,0.5,Tiantan,03-03-2013 11:00,Moderate
61,2013,3,3,12,110,135,78,89,1800,24,12.2,1009.1,-13.7,0,SE,1.8,Changping,03-03-2013 12:00,Unhealthy
61,2013,3,3,12,105,127,91,110,2700,11,13.4,1014.4,-13.6,0,WNW,1.8,Tiantan,03-03-2013 12:00,Unhealthy
61,2013,3,3,12,101,143,79,115,3000,6,12.7,1011.9,-12.5,0,S,1.9,Wanshouxigong,03-03-2013 12:00,Unhealthy
61,2013,3,3,12,95,112,87,61,1200,43,10.1,1009.4,-12.5,0,ESE,3,Huairou,03-03-2013 12:00,Moderate
62,2013,3,3,13,110,152,54,92,2000,18,13.7,1010.6,-11.7,0,S,2.3,Wanshouxigong,03-03-2013 13:00,Unhealthy
62,2013,3,3,13,113,151,64,80,1500,30,15.6,1007.5,-13.8,0,NW,5.4,Changping,03-03-2013 13:00,Unhealthy
62,2013,3,3,13,94,115,75,57,1100,52,11.5,1008.1,-12.8,0,E,2.1,Huairou,03-03-2013 13:00,Moderate
62,2013,3,3,13,114,124,56,97,2100,21,15.5,1013,-13.8,0,NW,4,Tiantan,03-03-2013 13:00,Unhealthy
63,2013,3,3,14,100,151,36,53,1000,52,16.6,1006.9,-14.1,0,NW,5.3,Changping,03-03-2013 14:00,Moderate
63,2013,3,3,14,103,128,66,51,1000,55,13.2,1007.4,-12.9,0,ESE,3,Huairou,03-03-2013 14:00,Unhealthy
63,2013,3,3,14,92,143,52,86,1800,35,14.7,1010.2,-12.6,0,SW,2.3,Wanshouxigong,03-03-2013 14:00,Moderate
63,2013,3,3,14,92,96,46,92,1700,35,16.4,1012.4,-15.4,0,W,7,Tiantan,03-03-2013 14:00,Moderate
64,2013,3,3,15,102,137,44,65,1300,64,16.6,1012,-15.2,0,WNW,4.7,Tiantan,03-03-2013 15:00,Unhealthy
64,2013,3,3,15,114,169,43,58,1300,55,15,1009.6,-12.3,0,WSW,2.8,Wanshouxigong,03-03-2013 15:00,Unhealthy
64,2013,3,3,15,103,140,64,65,1000,54,15.3,1007.1,-14,0,NW,4.4,Huairou,03-03-2013 15:00,Unhealthy
64,2013,3,3,15,68,128,14,20,400,78,17,1006.8,-14.9,0,NW,2.3,Changping,03-03-2013 15:00,Moderate
65,2013,3,3,16,98,144,28,47,900,70,15.8,1012.2,-14.7,0,ENE,1.3,Tiantan,03-03-2013 16:00,Moderate
65,2013,3,3,16,95,146,29,46,1000,60,13.6,1009.8,-9.6,0,WSW,3.2,Wanshouxigong,03-03-2013 16:00,Moderate
65,2013,3,3,16,32,90,10,16,400,82,16.1,1006.9,-14.4,0,ENE,0.7,Changping,03-03-2013 16:00,Good
65,2013,3,3,16,98,151,63,63,900,54,15.1,1007.3,-14.2,0,W,4.9,Huairou,03-03-2013 16:00,Moderate
66,2013,3,3,17,77,130,33,57,1100,63,12.6,1013,-13.4,0,SSW,1.3,Tiantan,03-03-2013 17:00,Moderate
66,2013,3,3,17,77,130,36,57,1000,50,11.6,1010.4,-8.9,0,WSW,1.5,Wanshouxigong,03-03-2013 17:00,Moderate
66,2013,3,3,17,21,71,27,21,400,76,13.9,1007.6,-14.1,0,SSE,0.6,Changping,03-03-2013 17:00,Good
66,2013,3,3,17,82,154,9,19,200,78,13.1,1007.9,-13.9,0,N,1.9,Huairou,03-03-2013 17:00,Moderate
67,2013,3,3,18,84,159,65,102,1600,16,8.6,1011.4,-8,0,WNW,1.3,Wanshouxigong,03-03-2013 18:00,Moderate
67,2013,3,3,18,22,70,5,14,200,77,8.8,1009.2,-12.4,0,WNW,2.7,Huairou,03-03-2013 18:00,Good
67,2013,3,3,18,16,33,17,22,400,72,12.4,1009,-14.4,0,E,0.8,Changping,03-03-2013 18:00,Good
67,2013,3,3,18,84,139,60,90,1600,38,9.9,1014.1,-10.3,0,WNW,1,Tiantan,03-03-2013 18:00,Moderate
68,2013,3,3,19,18,43,12,35,600,59,8.9,1010,-13.5,0,NW,0.9,Changping,03-03-2013 19:00,Good
68,2013,3,3,19,128,207,61,109,1899,12,6.8,1014.9,-9.6,0,W,0,Tiantan,03-03-2013 19:00,Unhealthy
68,2013,3,3,19,12,40,18,25,500,41,9.4,1010,-12.5,0,WNW,3.1,Huairou,03-03-2013 19:00,Good
68,2013,3,3,19,123,225,66,116,1800,2,9.6,1012.4,-12.3,0,WNW,2.9,Wanshouxigong,03-03-2013 19:00,Unhealthy
69,2013,3,3,20,18,60,12,29,500,40,7.3,1010.1,-12.5,0,SSW,0.9,Huairou,03-03-2013 20:00,Good
69,2013,3,3,20,150,242,69,120,2200,2,12.1,1012.6,-13,0,W,0.8,Wanshouxigong,03-03-2013 20:00,Unhealthy
69,2013,3,3,20,24,56,27,46,800,45,7.7,1010.1,-12.2,0,ENE,0.5,Changping,03-03-2013 20:00,Good
69,2013,3,3,20,141,205,54,104,2000,7,5.2,1015.2,-8.3,0,W,0,Tiantan,03-03-2013 20:00,Unhealthy
70,2013,3,3,21,18,52,10,104,300,52,4.7,1010.5,-12.3,0,WSW,0,Huairou,03-03-2013 21:00,Good
70,2013,3,3,21,29,55,27,42,700,47,6.9,1010.6,-12.3,0,N,0.7,Changping,03-03-2013 21:00,Good
70,2013,3,3,21,147,191,23,80,1100,2,5.1,1012.8,-12.4,0,N,0.2,Wanshouxigong,03-03-2013 21:00,Unhealthy
70,2013,3,3,21,142,186,42,98,1899,6,4,1015.4,-9.1,0,N,0.2,Tiantan,03-03-2013 21:00,Unhealthy
71,2013,3,3,22,107,110,30,76,1500,5,2.7,1015.8,-8.4,0,WNW,0.4,Tiantan,03-03-2013 22:00,Unhealthy
71,2013,3,3,22,62,68,14,73,800,2,3.5,1012.9,-10.9,0,WSW,1,Wanshouxigong,03-03-2013 22:00,Moderate
71,2013,3,3,22,17,44,34,47,1200,4,3.3,1011.3,-10.7,0,WNW,1.2,Huairou,03-03-2013 22:00,Good
71,2013,3,3,22,23,46,25,69,1300,19,6.8,1011.2,-11.9,0,NE,1.5,Changping,03-03-2013 22:00,Good
72,2013,3,3,23,27,41,20,89,1600,2,9.6,1013.8,-11.7,0,NE,1.9,Wanshouxigong,03-03-2013 23:00,Good
72,2013,3,3,23,69,96,28,77,1600,4,7.1,1016.7,-12.2,0,N,0.4,Tiantan,03-03-2013 23:00,Moderate
72,2013,3,3,23,30,78,14,24,700,52,8.6,1012.1,-11.4,0,NE,2,Changping,03-03-2013 23:00,Good
72,2013,3,3,23,40,79,29,47,1000,19,9.9,1011.8,-13.4,0,WNW,2.6,Huairou,03-03-2013 23:00,Good
73,2013,3,4,0,25,42,30,22,400,57,9.2,1013.2,-12.6,0,ENE,2.4,Changping,04-03-2013 00:00,Good
73,2013,3,4,0,33,46,21,85,2000,2,9.6,1014.8,-11.7,0,NNE,2.6,Wanshouxigong,04-03-2013 00:00,Good
73,2013,3,4,0,38,68,27,34,700,33,7.2,1012.8,-13.1,0,E,0.7,Huairou,04-03-2013 00:00,Good
73,2013,3,4,0,44,50,35,84,4200,8,9.9,1017.5,-14.1,0,N,4.9,Tiantan,04-03-2013 00:00,Good
74,2013,3,4,1,16,38,24,13,300,72,7.3,1014.2,-12.5,0,NE,2.1,Changping,04-03-2013 01:00,Good
74,2013,3,4,1,31,36,31,73,1200,2,8.8,1015.6,-11.8,0,NE,2.1,Wanshouxigong,04-03-2013 01:00,Good
74,2013,3,4,1,28,51,11,6,100,75,5.9,1013.7,-13.2,0,SW,1.6,Huairou,04-03-2013 01:00,Good
74,2013,3,4,1,52,79,29,62,1300,15,9.3,1018.4,-13.9,0,NNW,3.6,Tiantan,04-03-2013 01:00,Moderate
75,2013,3,4,2,11,20,6,17,500,62,8.4,1018.7,-13.9,0,N,1.5,Tiantan,04-03-2013 02:00,Good
75,2013,3,4,2,23,31,10,25,500,44,7.8,1016.1,-11.6,0,NE,2.1,Wanshouxigong,04-03-2013 02:00,Good
75,2013,3,4,2,8,31,29,14,300,74,6.1,1014.4,-13.5,0,NW,1.4,Changping,04-03-2013 02:00,Good
75,2013,3,4,2,9,24,16,10,100,74,4.7,1013.9,-13.2,0,NW,5.3,Huairou,04-03-2013 02:00,Good
76,2013,3,4,3,13,40,3,10,400,74,7.4,1018.6,-14.2,0,N,3.6,Tiantan,04-03-2013 03:00,Good
76,2013,3,4,3,13,26,13,8,200,73,7.2,1014,-15.6,0,NNW,3.5,Huairou,04-03-2013 03:00,Good
76,2013,3,4,3,6,20,4,10,400,76,6.6,1014.2,-14.8,0,N,4,Changping,04-03-2013 03:00,Good
76,2013,3,4,3,10,27,5,17,400,56,7.6,1015.9,-11.7,0,NNE,2.8,Wanshouxigong,04-03-2013 03:00,Good
77,2013,3,4,4,8,16,12,32,500,37,4.8,1016.8,-12.2,0,NE,0.4,Wanshouxigong,04-03-2013 04:00,Good
77,2013,3,4,4,6,14,21,12,100,74,4,1014,-14.3,0,SSE,1.4,Huairou,04-03-2013 04:00,Good
77,2013,3,4,4,7,13,3,10,300,80,4.8,1014.6,-12.2,0,NW,2.6,Changping,04-03-2013 04:00,Good
77,2013,3,4,4,6,30,8,22,500,57,6.2,1019.6,-15.2,0,NNW,2.7,Tiantan,04-03-2013 04:00,Good
78,2013,3,4,5,9,22,15,23,400,44,1.9,1017.4,-11.6,0,E,1,Wanshouxigong,04-03-2013 05:00,Good
78,2013,3,4,5,3,14,31,46,600,38,5.4,1015.4,-12.1,0,NW,4.7,Changping,04-03-2013 05:00,Good
78,2013,3,4,5,8,26,29,31,400,43,1.8,1014.7,-13.2,0,SW,2,Huairou,04-03-2013 05:00,Good
78,2013,3,4,5,7,22,15,39,700,34,6,1020.1,-14.2,0,NW,2.4,Tiantan,04-03-2013 05:00,Good
79,2013,3,4,6,14,30,31,38,500,35,0,1016,-13.3,0,SSW,0.2,Huairou,04-03-2013 06:00,Good
79,2013,3,4,6,4,24,18,32,600,33,1,1018.1,-10.5,0,NW,0,Wanshouxigong,04-03-2013 06:00,Good
79,2013,3,4,6,10,24,43,43,500,39,4.2,1016.1,-12.3,0,N,3,Changping,04-03-2013 06:00,Good
79,2013,3,4,6,9,36,22,49,700,25,4.2,1020.8,-12.7,0,NW,2,Tiantan,04-03-2013 06:00,Good
80,2013,3,4,7,8,22,22,53,900,11,6.6,1019,-11.1,0,SW,0.8,Wanshouxigong,04-03-2013 07:00,Good
80,2013,3,4,7,10,28,25,57,1200,11,7.2,1021.5,-12.6,0,NNW,3.2,Tiantan,04-03-2013 07:00,Good
80,2013,3,4,7,12,28,38,38,700,42,6.3,1016.8,-12.3,0,N,0.8,Changping,04-03-2013 07:00,Good
80,2013,3,4,7,13,38,40,55,600,16,2.4,1017,-11.9,0,E,0.5,Huairou,04-03-2013 07:00,Good
81,2013,3,4,8,14,46,28,67,1399,9,8.6,1022.3,-14.4,0,NE,2.8,Tiantan,04-03-2013 08:00,Good
81,2013,3,4,8,9,28,32,61,1100,8,9,1019.8,-11.1,0,NE,2,Wanshouxigong,04-03-2013 08:00,Good
81,2013,3,4,8,14,42,60,92,3299,2,7.1,1017.6,-12.2,0,SE,1.7,Huairou,04-03-2013 08:00,Good
81,2013,3,4,8,12,32,29,34,700,48,8.9,1017.4,-12.9,0,ENE,1.6,Changping,04-03-2013 08:00,Good
82,2013,3,4,9,16,29,21,19,500,65,10.2,1017.6,-13.8,0,NW,3.8,Changping,04-03-2013 09:00,Good
82,2013,3,4,9,21,32,26,51,1000,29,9.9,1022.6,-14.8,0,N,2.4,Tiantan,04-03-2013 09:00,Good
82,2013,3,4,9,47,117,64,49,500,38,8.6,1017.8,-13.8,0,SE,1.9,Huairou,04-03-2013 09:00,Good
82,2013,3,4,9,12,29,22,37,600,36,10.7,1019.8,-12.7,0,ENE,2.5,Wanshouxigong,04-03-2013 09:00,Good
83,2013,3,4,10,11,13,15,25,500,51,11.6,1019.7,-12.7,0,NNE,2.5,Wanshouxigong,04-03-2013 10:00,Good
83,2013,3,4,10,20,27,13,33,700,53,11.5,1022.3,-14.3,0,N,0,Tiantan,04-03-2013 10:00,Good
83,2013,3,4,10,14,23,16,12,400,76,11.4,1017.1,-14.4,0,NNW,4.2,Changping,04-03-2013 10:00,Good
83,2013,3,4,10,26,48,34,22,200,66,10.1,1017.2,-13.9,0,E,2.2,Huairou,04-03-2013 10:00,Good
84,2013,3,4,11,13,18,13,30,600,61,12.3,1022,-15.4,0,N,2.4,Tiantan,04-03-2013 11:00,Good
84,2013,3,4,11,7,16,7,11,400,80,12.7,1016.6,-15.1,0,NNW,4.4,Changping,04-03-2013 11:00,Good
84,2013,3,4,11,15,29,31,23,200,69,11.4,1016.8,-14.4,0,ESE,2.9,Huairou,04-03-2013 11:00,Good
84,2013,3,4,11,12,14,11,19,400,60,13.1,1019,-13,0,NE,1.4,Wanshouxigong,04-03-2013 11:00,Good
85,2013,3,4,12,8,22,6,9,400,85,14.6,1015.4,-14.6,0,NNW,3.5,Changping,04-03-2013 12:00,Good
85,2013,3,4,12,17,28,21,20,200,75,12.5,1015.7,-14.3,0,ENE,3.5,Huairou,04-03-2013 12:00,Good
85,2013,3,4,12,16,27,11,28,600,66,13.9,1020.6,-16.2,0,N,3.3,Tiantan,04-03-2013 12:00,Good
85,2013,3,4,12,15,16,12,19,400,63,14.3,1018.1,-12.9,0,SE,0.8,Wanshouxigong,04-03-2013 12:00,Good
86,2013,3,4,13,21,29,13,15,200,84,12.9,1014.5,-14,0,E,2.6,Huairou,04-03-2013 13:00,Good
86,2013,3,4,13,14,16,7,9,400,89,15.1,1014.2,-15.2,0,NNW,3.4,Changping,04-03-2013 13:00,Good
86,2013,3,4,13,14,24,8,24,500,72,14.8,1019.5,-15.5,0,N,1.4,Tiantan,04-03-2013 13:00,Good
86,2013,3,4,13,13,16,11,18,400,67,14.5,1017,-13.7,0,E,1.3,Wanshouxigong,04-03-2013 13:00,Good
87,2013,3,4,14,8,13,9,20,400,69,15.8,1016.1,-12.6,0,SW,2.5,Wanshouxigong,04-03-2013 14:00,Good
87,2013,3,4,14,16,18,8,20,500,79,15.3,1018.6,-15.1,0,E,1.3,Tiantan,04-03-2013 14:00,Good
87,2013,3,4,14,16,21,13,14,100,88,13.7,1013.5,-14.3,0,E,1.9,Huairou,04-03-2013 14:00,Good
87,2013,3,4,14,11,13,14,11,400,91,16.1,1013.1,-16.9,0,NW,3,Changping,04-03-2013 14:00,Good
88,2013,3,4,15,10,15,11,25,400,67,15.1,1015.4,-14.2,0,S,2,Wanshouxigong,04-03-2013 15:00,Good
88,2013,3,4,15,5,11,8,27,500,76,15.6,1018.1,-14.8,0,SSW,2,Tiantan,04-03-2013 15:00,Good
88,2013,3,4,15,15,19,15,16,100,90,13.9,1012.9,-14.1,0,SSE,1.6,Huairou,04-03-2013 15:00,Good
88,2013,3,4,15,21,24,11,10,400,95,16.1,1012.5,-16.9,0,NW,2.3,Changping,04-03-2013 15:00,Good
89,2013,3,4,16,10,17,10,12,400,92,14.8,1012,-14.4,0,SSW,3.3,Changping,04-03-2013 16:00,Good
89,2013,3,4,16,16,24,14,14,100,91,13.3,1012.3,-14.6,0,ENE,1.5,Huairou,04-03-2013 16:00,Good
89,2013,3,4,16,12,18,10,28,400,75,14.6,1015,-13.6,0,SSW,2.3,Wanshouxigong,04-03-2013 16:00,Good
89,2013,3,4,16,15,19,10,27,500,82,14.7,1017.5,-15.5,0,SW,2.9,Tiantan,04-03-2013 16:00,Good
90,2013,3,4,17,17,27,8,25,400,99,13.2,1017.8,-15.7,0,SW,3,Tiantan,04-03-2013 17:00,Good
90,2013,3,4,17,23,26,8,28,500,87,12.8,1015.2,-11.7,0,WSW,2.9,Wanshouxigong,04-03-2013 17:00,Good
90,2013,3,4,17,13,15,8,21,400,86,12.9,1012.4,-14,0,SSW,2.6,Changping,04-03-2013 17:00,Good
90,2013,3,4,17,20,27,23,26,200,81,11.2,1012.5,-13.8,0,N,2,Huairou,04-03-2013 17:00,Good
91,2013,3,4,18,27,36,24,34,300,72,7.8,1013.2,-11.6,0,NW,1.1,Huairou,04-03-2013 18:00,Good
91,2013,3,4,18,29,38,13,43,500,63,11.2,1015.7,-11.6,0,WSW,2.3,Wanshouxigong,04-03-2013 18:00,Good
91,2013,3,4,18,17,29,14,40,500,81,11.3,1012.7,-13.7,0,SSW,1.2,Changping,04-03-2013 18:00,Good
91,2013,3,4,18,22,29,10,29,500,86,12.6,1018.3,-13.4,0,SW,2.9,Tiantan,04-03-2013 18:00,Good
92,2013,3,4,19,22,53,23,79,700,18,5.6,1013.5,-12,0,W,1.6,Huairou,04-03-2013 19:00,Good
92,2013,3,4,19,32,66,16,65,700,32,9.5,1015.9,-10.6,0,SSW,1.5,Wanshouxigong,04-03-2013 19:00,Good
92,2013,3,4,19,32,54,39,63,700,57,8.7,1013.2,-12.5,0,ENE,0.5,Changping,04-03-2013 19:00,Good
92,2013,3,4,19,25,42,13,44,600,61,12,1018.5,-13.1,0,WSW,2.7,Tiantan,04-03-2013 19:00,Good
93,2013,3,4,20,40,92,25,78,1100,14,7.8,1016.1,-10.6,0,WSW,0.6,Wanshouxigong,04-03-2013 20:00,Good
93,2013,3,4,20,31,62,18,57,700,42,10.9,1018.8,-11.9,0,SE,1.4,Tiantan,04-03-2013 20:00,Good
93,2013,3,4,20,31,92,30,90,1000,8,3.5,1013.7,-11.7,0,NW,1.6,Huairou,04-03-2013 20:00,Good
93,2013,3,4,20,43,71,66,91,1100,25,5.9,1013.4,-11.7,0,ENE,0.2,Changping,04-03-2013 20:00,Good
94,2013,3,4,21,43,100,24,54,1000,25,2.3,1013.7,-10.3,0,NW,1,Huairou,04-03-2013 21:00,Good
94,2013,3,4,21,64,99,41,88,1500,18,4.9,1013.4,-11.7,0,ESE,0.8,Changping,04-03-2013 21:00,Moderate
94,2013,3,4,21,44,63,20,55,800,48,10.2,1018.8,-11.8,0,SW,2,Tiantan,04-03-2013 21:00,Good
94,2013,3,4,21,56,104,38,88,1399,4,6.9,1016.3,-10.4,0,S,2.2,Wanshouxigong,04-03-2013 21:00,Moderate
95,2013,3,4,22,53,73,24,69,1200,27,10,1018.5,-12,0,SW,3,Tiantan,04-03-2013 22:00,Moderate
95,2013,3,4,22,71,111,35,83,1399,7,6.6,1016,-10.2,0,S,1.3,Wanshouxigong,04-03-2013 22:00,Moderate
95,2013,3,4,22,71,85,22,54,900,21,2.1,1013.6,-10.8,0,WNW,2.2,Huairou,04-03-2013 22:00,Moderate
95,2013,3,4,22,76,123,25,57,1100,34,4,1013.2,-11.6,0,E,0.6,Changping,04-03-2013 22:00,Moderate
96,2013,3,4,23,76,105,52,71,1399,87,4.9,1015,-9.7,0,W,1.2,Wanshouxigong,04-03-2013 23:00,Moderate
96,2013,3,4,23,58,79,37,83,1500,99,9.4,1017.5,-11.3,0,SSW,2.7,Tiantan,04-03-2013 23:00,Moderate
96,2013,3,4,23,58,74,18,47,900,91,1.4,1013.1,-10.8,0,N,0.8,Huairou,04-03-2013 23:00,Moderate
96,2013,3,4,23,54,75,21,43,1200,95,4.2,1012.6,-11.5,0,ESE,0.8,Changping,04-03-2013 23:00,Moderate
97,2013,3,5,0,82,106,86,63,1300,87,5,1014.6,-8.9,0,SW,0.7,Wanshouxigong,05-03-2013 00:00,Moderate
97,2013,3,5,0,82,70,16,39,700,91,1.2,1012.5,-10.6,0,NW,1.3,Huairou,05-03-2013 00:00,Moderate
97,2013,3,5,0,57,69,20,37,900,95,2.8,1012.1,-11.2,0,ENE,0.4,Changping,05-03-2013 00:00,Moderate
97,2013,3,5,0,71,75,53,58,1200,99,8.8,1017,-10.7,0,SSW,2.1,Tiantan,05-03-2013 00:00,Moderate
98,2013,3,5,1,48,57,38,66,1600,95,1.8,1011.7,-11,0,NNE,0.6,Changping,05-03-2013 01:00,Good
98,2013,3,5,1,76,96,82,56,1300,99,7.8,1016.5,-10.6,0,SSE,1.3,Tiantan,05-03-2013 01:00,Moderate
98,2013,3,5,1,76,57,16,31,600,91,0.8,1012,-10.7,0,NW,1.3,Huairou,05-03-2013 01:00,Moderate
98,2013,3,5,1,93,124,82,58,1300,87,3.7,1013.9,-8.4,0,SSE,2.7,Wanshouxigong,05-03-2013 01:00,Moderate
99,2013,3,5,2,98,116,70,59,1300,99,4.7,1016.1,-10.6,0,S,0,Tiantan,05-03-2013 02:00,Moderate
99,2013,3,5,2,107,138,70,56,1399,87,2.3,1013.5,-7.9,0,W,0.9,Wanshouxigong,05-03-2013 02:00,Unhealthy
99,2013,3,5,2,107,51,70,27,600,91,0.3,1011.6,-10.3,0,WNW,2.3,Huairou,05-03-2013 02:00,Unhealthy
99,2013,3,5,2,65,99,32,54,1399,95,0.8,1011.4,-10.7,0,N,0.6,Changping,05-03-2013 02:00,Moderate
100,2013,3,5,3,114,130,4,59,1399,87,-0.4,1013,-7.7,0,WSW,1.1,Wanshouxigong,05-03-2013 03:00,Unhealthy
100,2013,3,5,3,60,75,20,36,1100,95,0.2,1011,-10.4,0,N,0.2,Changping,05-03-2013 03:00,Moderate
100,2013,3,5,3,100,117,71,68,1600,99,4.5,1015.7,-9.3,0,N,0,Tiantan,05-03-2013 03:00,Moderate
100,2013,3,5,3,100,51,13,28,1600,91,-0.1,1011.1,-10.4,0,WNW,1.6,Huairou,05-03-2013 03:00,Moderate
101,2013,3,5,4,108,118,62,71,1700,99,1.3,1015.7,-8.8,0,ESE,1.2,Tiantan,05-03-2013 04:00,Unhealthy
101,2013,3,5,4,125,137,5,71,1800,87,-1.1,1012.9,-8.1,0,W,0.9,Wanshouxigong,05-03-2013 04:00,Unhealthy
101,2013,3,5,4,125,51,14,71,800,91,-0.9,1010.9,-9.8,0,WNW,2,Huairou,05-03-2013 04:00,Unhealthy
101,2013,3,5,4,46,54,40,75,2299,95,-0.1,1010.7,-10.1,0,N,0.8,Changping,05-03-2013 04:00,Good
102,2013,3,5,5,72,113,33,61,1600,95,-0.4,1010.9,-9.6,0,NNE,0,Changping,05-03-2013 05:00,Moderate
102,2013,3,5,5,72,53,13,28,800,91,-0.9,1010.6,-9.8,0,WNW,1.4,Huairou,05-03-2013 05:00,Moderate
102,2013,3,5,5,138,149,59,74,2200,87,-1.9,1012.9,-7.8,0,ESE,0,Wanshouxigong,05-03-2013 05:00,Unhealthy
102,2013,3,5,5,130,133,40,68,1899,99,0.4,1015.7,-9.6,0,ENE,0.8,Tiantan,05-03-2013 05:00,Unhealthy
103,2013,3,5,6,56,78,31,53,1100,95,-1,1010.6,-9.4,0,NE,0.8,Changping,05-03-2013 06:00,Moderate
103,2013,3,5,6,132,145,63,79,2399,87,-0.1,1012.6,-9,0,NNE,0.6,Wanshouxigong,05-03-2013 06:00,Unhealthy
103,2013,3,5,6,125,134,22,61,1899,99,-0.2,1015.5,-8.4,0,ENE,1,Tiantan,05-03-2013 06:00,Unhealthy
103,2013,3,5,6,125,58,15,28,800,91,-1.5,1010.7,-9.4,0,WNW,1.8,Huairou,05-03-2013 06:00,Unhealthy
104,2013,3,5,7,129,137,67,82,2799,87,2.4,1012.5,-7.5,0,ENE,0,Wanshouxigong,05-03-2013 07:00,Unhealthy
104,2013,3,5,7,120,123,32,67,2399,99,2.1,1015.4,-8.6,0,E,0.9,Tiantan,05-03-2013 07:00,Unhealthy
